0.8 1.3131759417171878 -7.990187358303363
1.0 1.3160931852409181 -8.59491956452088
1.2 1.3124739444935123 -9.105664306849077
1.4 1.3069749798510064 -9.576334358563622
1.5999999999999999 1.2988602547036514 -9.998015836779192
1.7999999999999998 1.288823417541672 -10.376807153815472
1.9999999999999998 1.2776190094855278 -10.719435503268407
2.1999999999999997 1.266487500082564 -11.039990918522836
2.3999999999999995 1.2562838866787358 -11.349782631505391
2.5999999999999996 1.2468799183320356 -11.648470857194813
2.8 1.2382204409116897 -11.937107831038581
2.999999999999999 1.230240510225938 -12.217148794838106
3.1999999999999993 1.223096383020744 -12.494675775151336
