0.8 1.143146664518261 -8.075640290479917
1.0 1.1431466602650961 -8.699609416918616
1.2 1.1431462251387552 -9.219882075690093
1.4 1.1431471655455174 -9.705080259857986
1.5999999999999999 1.1431466350004342 -10.136657220295595
1.7999999999999998 1.1431466883730927 -10.51929180416522
1.9999999999999998 1.1431465610806215 -10.860066206378175
2.1999999999999997 1.1431466588418027 -11.176693043075053
2.3999999999999995 1.1431465996368295 -11.482754614154675
2.5999999999999996 1.1431466299908615 -11.776432886507994
2.8 1.1431466380642634 -12.058428604499017
2.999999999999999 1.1431458682729698 -12.330290869676157
3.1999999999999993 1.1431548757355685 -12.599189704327983
