#https://arxiv.org/pdf/1509.06727.pdf
2.5 687.4 36.6
7.5 560.4 27.9
12.5 456.8 22.3
17.5 371.5 18.2
22.5 302.5 15.8
27.5 245.6 13.8
32.5 197.2 12.2
37.5 156.4 10.9
42.5 123.5 9.6
47.5 95.3 8.6
52.5 70.9 7.6
57.5 52.2 6.5
