0.8 1.2761616472503516 -7.738581583594179
1.0 1.2790848565945323 -8.343225038787837
1.2 1.2756359067737113 -8.855027237095888
1.4 1.2703462201440694 -9.327040281297045
1.5999999999999999 1.2624962957625534 -9.750468863922707
1.7999999999999998 1.2527607396903815 -10.131281209053968
1.9999999999999998 1.241874446339068 -10.476068583961434
2.1999999999999997 1.2310478214394978 -10.798709476645728
2.3999999999999995 1.2211161577611804 -11.110372732768361
2.5999999999999996 1.2119557999213673 -11.41074836811357
2.8 1.2035146159827161 -11.700907009920986
2.999999999999999 1.1957309899875497 -11.982324327989176
3.1999999999999993 1.1887592242091778 -12.261065471387855
